AverageFlow Volume Duration Outlet
34.625 277 9 washroomBasin
38.84285714285714 2719 74 washroomBasin
62.6 626 11 washroomBasin
31.235294117647058 531 19 washroomBasin
25.0 250 11 washroomBasin
34.833333333333336 418 13 washroomBasin
12.84375 411 34 washroomBasin
17.3 173 10 washroomBasin
36.714285714285715 1285 37 washroomBasin
70.19565217391305 3229 49 washroomBasin
50.33333333333334 453 10 washroomBasin
49.470588235294116 841 18 washroomBasin
32.81818181818182 361 11 washroomBasin
43.66666666666666 393 9 washroomBasin
33.5 268 9 washroomBasin
42.0 1554 39 washroomBasin
32.75 262 8 washroomBasin
28.9 578 21 washroomBasin
31.0 434 14 washroomBasin
18.2 1001 58 washroomBasin
22.5 135 8 washroomBasin
19.071428571428573 267 16 washroomBasin
20.463414634146346 1678 88 washroomBasin
34.22222222222222 616 19 washroomBasin
35.529411764705884 604 18 washroomBasin
13.166666666666664 79 6 washroomBasin
26.66666666666667 160 6 washroomBasin
43.4 1736 43 washroomBasin
48.74358974358975 1901 41 washroomBasin
28.777777777777782 259 10 washroomBasin
48.88235294117647 831 18 washroomBasin
17.307692307692307 225 13 washroomBasin
68.5 685 11 washroomBasin
48.85714285714285 2394 52 washroomBasin
27.259259259259263 736 28 washroomBasin
45.02173913043478 2071 49 washroomBasin
41.972972972972975 3106 79 washroomBasin
19.346153846153847 503 28 washroomBasin
33.916666666666664 407 16 washroomBasin
49.20833333333334 1181 26 washroomBasin
32.38709677419355 1004 33 washroomBasin
32.0 352 12 washroomBasin
20.142857142857142 141 7 washroomBasin
20.61111111111111 371 19 washroomBasin
27.555555555555557 248 10 washroomBasin
53.61971830985915 3807 75 washroomBasin
32.592592592592595 880 28 washroomBasin
22.0 154 8 washroomBasin
32.846153846153854 427 14 washroomBasin
29.16666666666667 175 7 washroomBasin
49.9625 3997 85 washroomBasin
12.222222222222221 110 10 washroomBasin
43.85714285714285 614 15 washroomBasin
29.214285714285715 409 15 washroomBasin
12.5 225 19 washroomBasin
61.54545454545455 677 12 washroomBasin
44.5 623 15 washroomBasin
44.57142857142857 936 23 washroomBasin
48.63888888888889 1751 38 washroomBasin
52.03571428571429 1457 29 washroomBasin
39.75 318 9 washroomBasin
11.375 91 8 washroomBasin
67.24137931034483 1950 31 washroomBasin
16.666666666666668 150 9 washroomBasin
13.333333333333336 200 16 washroomBasin
15.7 157 11 washroomBasin
53.91666666666666 647 16 washroomBasin
64.34375 2059 34 washroomBasin
61.73584905660378 3272 57 washroomBasin
21.857142857142854 153 8 washroomBasin
45.17073170731707 1852 44 washroomBasin
30.923076923076927 402 13 washroomBasin
26.66666666666667 400 16 washroomBasin
35.93103448275862 1042 31 washroomBasin
47.94230769230769 2493 56 washroomBasin
47.5 475 11 washroomBasin
14.058823529411766 239 18 washroomBasin
19.857142857142858 139 8 washroomBasin
45.85714285714285 321 7 washroomBasin
40.333333333333336 484 13 washroomBasin
